,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,neighborhood,verified,likes_count,rating,neighborhood_lat_lng,label
126,57fadac2498eb0c4e8552c33,P. F. Chang's,Chinese Restaurant,False,24.77862656269991,46.73441773031028, Ghirnatah District حي غرناطة,False,1192,8.8,"24.7919157,46.74432949210845",0
127,50a53cb0e4b0c2165f43aaf8,Almajles Alkhaliji (المجلس الخليجي),Middle Eastern Restaurant,False,24.783285,46.746542, Ghirnatah District حي غرناطة,True,1256,7.7,"24.7919157,46.74432949210845",0
128,4f6cd94fe4b03b3f38c9e98e,مأكولات رام | Ram,Cajun / Creole Restaurant,False,24.797113757103357,46.74195817345576, Ghirnatah District حي غرناطة,False,15,7.2,"24.7919157,46.74432949210845",0
129,516538d2e4b038351341f64d,Les Bernaches,Eastern European Restaurant,False,24.78654208991981,46.73093343407197, Ghirnatah District حي غرناطة,False,2,7.8,"24.7919157,46.74432949210845",0
130,58a44d479c954835cced139e,Hawa beirut,Eastern European Restaurant,False,24.788833,46.754266, Ghirnatah District حي غرناطة,False,2,7.8,"24.7919157,46.74432949210845",0
131,4e9fd83582310652a7fb4181,HASHEM (هاشم),Falafel Restaurant,False,24.766164010247607,46.76023951675303, Ghirnatah District حي غرناطة,False,232,7.6,"24.7919157,46.74432949210845",0
132,506a9744e4b05499f5d3309d,Falafel Themar (فلافل ثمار),Falafel Restaurant,False,24.798641988331383,46.741193694843425, Ghirnatah District حي غرناطة,False,186,8.5,"24.7919157,46.74432949210845",0
133,4e738a8cb993272e5236e274,McDonald's (ماكدونالدز),Fast Food Restaurant,False,24.75319439514577,46.769590210321205, Ghirnatah District حي غرناطة,True,275,7.6,"24.7919157,46.74432949210845",0
134,4bbb9ef4e5b0d13ab9496e7c,McDonald's,Fast Food Restaurant,False,24.799803915126272,46.740897204359406, Ghirnatah District حي غرناطة,True,281,7.8,"24.7919157,46.74432949210845",0
135,5c331ae261f070002cfbb914,PUAL,French Restaurant,False,24.786832,46.727569, Ghirnatah District حي غرناطة,False,0,7.8,"24.7919157,46.74432949210845",0
136,5262ca8711d269bc8b5c07ad,Le Prince لو برانس,French Restaurant,False,24.798012923920993,46.742043170153465, Ghirnatah District حي غرناطة,False,2,7.8,"24.7919157,46.74432949210845",0
137,505f4d92e4b0afdc79e48cf7,France express,French Restaurant,False,24.78151636304956,46.74022993850414, Ghirnatah District حي غرناطة,False,0,7.8,"24.7919157,46.74432949210845",0
